"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39"
"11",146.112104436317,157.719179040622,165.232798624813,169.688114488922,172.099490591325,173.262998398309,173.766815730842,173.95003350365,174.008844841023,174.022232810534,174.025263157895,174.025789473684,174.026315789474,174.026842105263,174.027368421053,174.027894736842,174.028421052632,174.028947368421,174.029473684211,174.03,174.030526315789,174.031052631579,174.031578947368,174.032105263158,174.032631578947,174.033157894737,174.033684210526,174.034210526316,174.034736842105,174.032103372657,174.016475940145,173.943988047127,173.716683189494,173.092233965093,171.656892624434,168.700187450685,163.281162393704,154.232198686641,140.426249879233
"12",143.875599202037,155.877124281571,163.856561950776,168.768341596154,171.537949858386,172.966137684806,173.622545928966,173.894050607704,173.988404325485,174.017571880567,174.024136343688,174.025789473684,174.026315789474,174.026842105263,174.027368421053,174.027894736842,174.028421052632,174.028947368421,174.029473684211,174.03,174.030526315789,174.031052631579,174.031578947368,174.032105263158,174.032631578947,174.033157894737,174.033684210526,174.034210526316,174.033314938748,174.026256089278,173.990888732917,173.87432041305,173.537968224449,172.727332512777,170.972278899544,167.592143503231,161.647690001167,152.091555391486,137.903506176968
"13",141.724385346869,154.067184946923,162.476115840054,167.804364473739,170.934310662271,172.618836872789,173.449339324526,173.814332675273,173.95907055227,174.007400489184,174.021926243782,174.025282407291,174.026315789474,174.026842105263,174.027368421053,174.027894736842,174.028421052632,174.028947368421,174.029473684211,174.03,174.030526315789,174.031052631579,174.031578947368,174.032105263158,174.032631578947,174.033157894737,174.033684210526,174.033570669805,174.030541470892,174.013517261177,173.95434829934,173.77541767212,173.324540639067,172.302344457074,170.240992097158,166.438200355643,160.022433502739,150.007193819309,135.503593455609
"14",139.655080978724,152.296944028808,161.089808823303,166.81512837342,170.283871672164,172.234526181337,173.239860229081,173.715217712086,173.915686979233,173.992188607142,174.016899927792,174.024237155694,174.026087609597,174.026842105263,174.027368421053,174.027894736842,174.028421052632,174.028947368421,174.029473684211,174.03,174.030526315789,174.031052631579,174.031578947368,174.032105263158,174.032631578947,174.033157894737,174.033396275096,174.032258623619,174.024243716031,173.994552122722,173.900455549918,173.653041789495,173.067447022044,171.834724177009,169.457344375438,165.262361555518,158.402670729003,147.987431513188,133.220290941372
"15",137.66443843232,150.564894813793,159.709413463333,165.799669060302,169.600731716857,171.809131973694,173.001370774948,173.59151801495,173.859901541576,173.968882968875,174.009081586055,174.021768107394,174.02559442839,174.026739424319,174.027368421053,174.027894736842,174.028421052632,174.028947368421,174.029473684211,174.03,174.030526315789,174.031052631579,174.031578947368,174.032105263158,174.032631578947,174.033028323793,174.03277706077,174.029163858369,174.014489207456,173.965569881949,173.831462815489,173.500860336332,172.776239387131,171.319628546568,168.639423017181,164.06324295255,156.802673953818,146.029075902987,131.047693186149
"16",135.749338941616,148.874722834423,158.334995089676,164.769532237116,168.884033636984,171.351859318682,172.730429572384,173.446724343931,173.788170596879,173.937930704321,173.996701142927,174.01778101724,174.02438783211,174.026507224681,174.027322214628,174.027894736842,174.028421052632,174.028947368421,174.029473684211,174.03,174.030526315789,174.031052631579,174.031578947368,174.032105263158,174.032573272023,174.032736720252,174.03126418805,174.024186206539,173.999079103889,173.927235398521,173.743039879776,173.323552024812,172.446843936018,170.769010936597,167.786234476321,162.855267932204,155.221810880374,144.135572803284,128.980194083623
"17",133.906787523694,147.225422597524,156.97341429116,163.725516150709,168.143029563807,170.861694376084,172.432405605414,173.278042510562,173.701911831401,173.896985353345,173.979740388995,174.011268140491,174.022368492076,174.0259202435,174.027213104148,174.027873943951,174.028421052632,174.028947368421,174.029473684211,174.03,174.030526315789,174.031052631579,174.031578947368,174.032079025042,174.032436219737,174.032000529058,174.028741735861,174.016073102027,173.978047632666,173.876677082501,173.637158328477,173.117802919588,172.086337726236,170.181786379212,166.909548938593,161.639147203733,153.668059419007,142.304459514127,127.012471695601
"18",132.133908065707,145.618633076437,155.625263865821,162.674951349806,167.378547693437,170.345115263758,172.106122159532,173.088247097623,173.598953721898,173.846442034513,173.956688111125,174.002075810531,174.018971622003,174.024903742651,174.026928694768,174.027822764946,174.028411695831,174.028947368421,174.029473684211,174.03,174.030526315789,174.031052631579,174.031567140216,174.032014727702,174.032079421319,174.030730132925,174.024507307574,174.00466252604,173.949542346304,173.814510390764,173.511231833788,172.88735351658,171.693448957084,169.566327637094,166.010375006185,160.423838481293,152.141428964938,140.536684952987,125.139473847505
"19",130.427938606832,144.053490676831,154.294639378391,161.619210336647,166.596884745448,169.802612960212,171.755625278575,172.876108856406,173.480505481651,173.784683028312,173.927501841382,173.989254460961,174.014037961132,174.023145516812,174.026419797895,174.027685452264,174.028387729598,174.028943157861,174.029473684211,174.03,174.030526315789,174.03104731836,174.031537025698,174.031842425461,174.031443129414,174.028537041294,174.018377427291,173.988788596849,173.913582047192,173.738799420118,173.366961941684,172.63084170755,171.273501414862,168.92335354718,165.096612253893,159.210695635134,150.64637844192,138.830074760898,123.356404454028
"20",128.786226807478,142.530509161033,152.982179393904,160.563106889392,165.799508958131,169.238890806831,171.380987345335,172.643869727742,173.345406896288,173.712071598196,173.891022054311,173.972618357228,174.006983786111,174.020520543244,174.025515915874,174.027431932598,174.028321647516,174.028931952,174.029471789458,174.03,174.030523924841,174.031033235505,174.031454087289,174.031525312346,174.030315072981,174.025272954647,174.009634279894,173.968260623202,173.868772812354,173.650124737006,173.203034701619,172.351292681201,170.826738006115,168.258886505658,164.169983357431,158.005415376629,149.182984522407,137.184259779266,121.658710537947
"21",127.206225598341,141.048833706726,151.690345162082,159.508070447355,164.990849859114,168.655112417243,170.985340975092,172.391264381505,173.194714286301,173.627600187589,173.847212685372,173.951364463913,173.997610883823,174.016676920217,174.024130205716,174.026970096785,174.028195912821,174.028900241838,174.029466557346,174.029998071435,174.030517348462,174.030993429009,174.031296755262,174.030948653356,174.028590727445,174.020504504258,173.998053538022,173.942109253832,173.815150693329,173.547325854989,173.020941308355,172.0485269866,170.357254434698,167.574413264161,163.235934182772,156.80937708359,147.753652272394,135.597188755086,120.042069906949
"22",125.68548900213,139.608340212863,150.419641385545,158.457344804274,164.172517274981,168.054797117117,170.569403656946,172.120151305777,173.027960484722,173.531627156012,173.795255361713,173.925307052529,173.985379711241,174.011451182314,174.022054178223,174.02624376302,174.027961243663,174.028838135759,174.029450896707,174.029992564757,174.030497910046,174.030915689577,174.031003612591,174.030044232554,174.026012993671,174.014040369886,173.982981544943,173.910152829491,173.751760868302,173.430973986257,172.820227909551,171.725040783034,169.866048556313,166.874376204278,162.296299074765,155.626251613184,146.358319854643,134.067793856213,118.502379455126
"23",124.221668121152,138.20814269574,149.171522396266,157.412205877664,163.347715592124,167.439344131079,170.135667155997,171.830828994328,172.846096356277,173.423609846497,173.735145930015,173.893816488082,173.970079176804,174.00449036849,174.019168143223,174.02513131615,174.027582978817,174.028719276742,174.029418904903,174.029976219515,174.030458505455,174.030767254144,174.030532326218,174.028661896073,174.022439370465,174.005451579365,173.964185094214,173.871649368909,173.678683153917,173.300492348659,172.602229437136,171.381328487942,169.356342499921,166.160494054413,161.354912425334,154.457203679552,144.998152446693,132.594094075017,117.035744057464
"24",122.812507284144,136.847750002412,147.946309097658,156.374877682542,162.517969063146,166.811456649762,169.685144622033,171.524876479956,172.649107113999,173.303920013481,173.666356443562,173.856732946876,173.951246003138,173.995610330861,174.015246572411,174.023551136533,174.026991064684,174.028522775348,174.029354863806,174.029942456612,174.030380413692,174.030522599667,174.02979635022,174.026703453115,174.017595000994,173.994526167042,173.941113936145,173.82645564855,173.595332088298,173.15645990084,172.367042320184,171.01949022047,168.829454394052,165.436114121806,160.413455222818,153.304599560367,143.672899234226,131.174662834372,115.638466027271
"25",121.455840346036,135.526242372052,146.744813367995,155.346412940616,161.685647355851,166.172546823307,169.219864370576,171.20290092921,172.437869133447,173.172350602251,173.588929476517,173.813594395703,173.928679075296,173.984482692083,174.010147317568,174.021362050346,174.026132366815,174.028207945355,174.029244840763,174.029875120535,174.030247316695,174.030131803727,174.028731358774,174.023996453357,174.01131282917,173.980871638416,173.913553210631,173.774046275854,173.501845206055,172.998714473901,172.115881786608,170.640372543453,168.287967393429,164.702920739772,159.47466667926,152.169319461706,142.382958001055,129.807580651111,114.307035108018
"26",120.14958713459,134.242918408519,145.5671762275,154.328348619792,160.85209662935,165.524734959223,168.74093792569,170.866270169731,172.212650102502,173.029294434709,173.502568196731,173.764283287886,173.902002597033,173.970920145997,174.00364486585,174.018462063007,174.024919734747,174.027740537945,174.029061863727,174.029758982909,174.030027847587,174.029553584334,174.027230851565,174.02041952991,174.003321924215,173.964276881752,173.881068382485,173.714333915094,173.397926857995,172.827848594088,171.84917733647,170.245769385362,167.733278716794,163.963477406687,158.539974758591,151.052863052312,141.127900850873,128.491254964194,113.03811897248
"27",118.89175003807,132.996835353793,144.41378778549,153.321507647562,160.019097273492,164.869339045691,168.250046100599,170.51574162966,171.974269082248,172.874777678126,173.407366794841,173.708485185982,173.871041804951,173.954633372897,173.995586480637,174.014700276569,174.023283143903,174.027065773108,174.028780970757,174.029566268382,174.029693440018,174.028721773052,174.025210986566,174.015790702092,173.993445577669,173.94440332619,173.843481696829,173.646981249725,173.283774814931,172.643981746918,171.5680458244,169.836682162505,167.167488928102,163.219311804592,157.611350682409,149.95583032949,139.907643192515,127.223834416928,111.82855420349
"28",117.680410728344,131.787175555981,143.284633129159,152.326949041298,159.187790739313,164.20804842291,167.748290913967,170.152515995247,171.723160596728,172.709213912503,173.303204968333,173.646132388504,173.835507531991,173.935446065804,173.985758790323,174.0099613587,174.021123036745,174.026135428908,174.028362515746,174.029270111687,174.029198962647,174.027579169268,174.022551712472,174.009974524115,173.981431870494,173.921057606143,173.800471228845,173.571963555265,173.159310829983,172.447717462391,171.27310334168,169.414658854876,166.591946178004,162.472409005189,156.689949028578,148.879130276665,138.72161345514,126.003672269895,110.675337731875
"29",116.513727014061,130.612987291474,142.179819381692,151.345285644942,158.359527932825,163.542041586267,167.237083079567,169.777404779338,171.46009451816,172.532785895528,173.190226332286,173.577033863996,173.795261057638,173.913114451622,173.974009220059,174.004092958051,174.018355858098,174.024882041512,174.027768744843,174.028829676446,174.028502072695,174.02604572073,174.01915433327,174.002790064746,173.967107645666,173.893962155317,173.751906645518,173.489098281999,173.024787540943,172.239358123487,170.965379676938,168.980738169345,166.00837515483,161.724093743481,155.777187579692,147.823116145339,137.569422491466,124.828995261146,109.575618708401
"30",115.389929818721,129.473394607236,141.099204759556,150.377234856027,157.535250047327,162.872679114203,166.717459172479,169.391470396911,171.185595255505,172.345922972254,173.068441525014,173.501172711866,173.750092847792,173.887483070126,173.960144256359,173.996973580976,174.014874335613,174.023244275474,174.026947147565,174.028204835536,174.027544135999,174.024049954757,174.014891536791,173.994096896996,173.950249263595,173.862952646564,173.697567861344,173.398422212108,172.880284136563,172.019511060395,170.645581299469,168.53626349123,165.418011876255,160.975912604883,154.873963207938,146.788286146555,136.450392382065,123.698168066055,108.526690787734
"31",114.307320278683,128.367450020948,140.042703734424,149.4232281487,156.715986291336,162.200987060333,166.190613197249,168.995521532284,170.900386541675,172.148908848459,172.938037210355,173.418457738949,173.699904386675,173.85835500388,173.944019918632,173.988455724485,174.010585468964,174.021144094978,174.025846814711,174.027341561157,174.026269069232,174.021501048231,174.009655236968,173.983723049873,173.930697220962,173.827812970879,173.637375472537,173.299875620269,172.726098386283,171.788590552254,170.314656678178,168.082243278199,164.822280430876,160.228980048375,153.981285758941,145.774788630157,135.363943633881,122.609504233015,107.525984803527
"32",113.264266956368,127.294255807993,139.010075549784,148.483733326462,155.902495473198,161.528068475897,165.657490186403,168.590502035744,170.605032325502,171.942181573259,172.799118685369,173.328919492559,173.644556172941,173.825601437776,173.925466819627,173.978417996866,174.005378465654,174.018508937152,174.024403226732,174.02618630389,174.024606081148,174.018316042613,174.003316367844,173.971530911056,173.908260931435,173.788414009162,173.57119741327,173.193550798496,172.562419616263,171.547198834233,169.973340891521,167.619846026894,164.222278540046,159.484502790255,153.099824481234,144.782832089786,134.309326151816,121.561418220135,106.571061814804
"33",112.259203164062,126.252879708568,138.001102665483,147.559030292988,155.095560358381,160.85480039441,165.119105748879,168.177185333931,170.300210856602,171.726086112218,172.651907348155,173.232545635495,173.583990035945,173.789070490433,173.904355427552,173.966722178063,173.999154966874,174.015252655289,174.022553181142,174.024672818935,174.022486664041,174.014396706308,173.995762765935,173.957362875781,173.882801307241,173.744597656033,173.499003904773,173.07948274314,172.389579296354,171.295812111926,169.622504276659,167.150013346895,163.619184821722,158.743396638601,152.230283144142,143.812400993851,133.285845254646,120.552316406992,105.659606504834
"34",111.290624393944,125.242425594152,137.015469767249,146.649401390038,154.295779845167,160.182079787708,164.576304152642,167.756411005859,169.986493236427,171.501061803362,172.496575021287,173.129408386394,173.518126260262,173.748662507617,173.880542243579,173.953251895298,173.991804171696,174.011293932136,174.020221781515,174.022735212226,174.019829952763,174.00965191412,173.986868088533,173.941090120508,173.854162370041,173.69627211101,173.420736570105,172.957810714821,172.207840614415,171.035018819049,169.262871884135,166.673761428961,163.013952975645,158.006600248499,151.373137249018,142.863497878839,132.292707355844,119.580684932465,104.789420914602
"35",110.357085850117,124.261984931952,136.05286911961,145.755002464591,153.503744514502,159.510645777785,164.02995127237,167.328899925667,169.664512087793,171.267486896308,172.333369087519,173.019556415336,173.446944528331,173.70426707749,173.853915705669,173.937881076403,173.983226039515,174.006541072159,174.017335293114,174.020296801648,174.016557202132,174.003979309996,173.976520724436,173.922572718409,173.822229241187,173.643331734167,173.336410928634,172.828640804516,172.017557351683,170.765322506253,168.895238300018,166.191947329797,162.407558052421,157.274850625948,150.528857882204,141.935979860072,131.329153000671,118.645026214947,103.958418493943
"36",109.457200078592,123.310678229572,135.112931240405,144.87597638181,152.719916160519,158.841227681871,163.48079069379,166.89539850464,169.334825278668,171.025795218521,172.162506398992,172.903096768666,173.370415024605,173.655813813049,173.824358239819,173.920501892973,173.973312570804,174.000906706899,174.013810572524,174.017281303026,174.012579970453,173.997282997955,173.964600485226,173.901694756371,173.786879927778,173.585721249836,173.246028735271,172.692149806594,171.819039225014,170.487290293891,168.520295256224,165.705453091577,161.800814885328,156.548872233176,149.697759506929,141.029702883301,130.394368033826,117.743909794071,103.164618454222
"37",108.589634691351,122.387626916506,134.195287699162,144.012378968597,151.944733444708,158.174440852626,162.929560853309,166.45656703807,168.998019703289,170.776378776799,171.984252034134,172.780124317485,173.288551264233,173.603229350296,173.791777891692,173.901002054078,173.961965127023,173.994296085188,174.009565661719,174.013603874642,174.007811932487,173.989459504851,173.951000037969,173.878335661489,173.748025195571,173.523381023355,173.149644848921,172.548495562788,171.61265196772,170.201429545946,168.138764049083,165.215044872856,161.194527884672,155.829245699833,148.880134753108,140.14442768167,129.4875625082,116.875934899029,102.406140407272
"38",107.753110180726,121.491977767382,133.299531418213,143.164247411602,151.178542264021,157.51087651937,162.376909636144,166.013067954276,168.65462758702,170.51966015952,171.798851595841,172.650773916013,173.201364276925,173.546471055196,173.756081921137,173.87928456383,173.949080675372,173.986618463452,174.004511548095,174.009180304857,174.002159714021,173.98041133719,173.93560782865,173.852394921242,173.705575027737,173.456289622357,173.047308948657,172.397883123767,171.398731495702,169.908280162156,167.751289893369,164.721485857475,160.589383546177,155.116522756984,148.076166496987,139.279906535755,128.607919412134,116.039759801865,101.681199276091
"39",106.946397820543,120.622886496261,132.425254472364,142.331557898166,150.421659995339,156.851041007012,161.823465976755,165.565498545852,168.30519040991,170.25603164824,171.606580493574,172.515174534346,173.108896664737,173.485497894647,173.717198220675,173.855251624812,173.934564429814,173.977778346905,173.998560600549,174.003920098438,173.995532210323,173.970036527921,173.91832359916,173.823771777498,173.659465547393,173.384426751613,172.939108630621,172.240506512338,171.177646628236,169.608337641298,167.358523698171,164.225451633544,159.986042231125,154.411149795122,147.286009831432,138.43582931268,127.754641793143,115.234079389888,100.988100463514
"40",106.168317650565,119.779532181434,131.572025424728,141.514267300283,149.674335506864,156.195410788144,161.269789396464,165.114445228585,167.950207628332,169.985900071392,171.407700831521,172.373482174674,173.011192259521,173.4202924879,173.675057105824,173.828818355201,173.918319930254,173.967684098354,173.991620360459,173.997733774736,173.987833702894,173.958238767059,173.899046097354,173.792382293699,173.609635892839,173.307801055268,172.82513083184,172.076590517719,170.94974453196,169.302110411013,166.961057543496,163.727599831537,159.385074866012,153.713538407662,146.509741581654,137.611876162326,126.92692309547,114.457641954484,100.325235265786
"41",105.417736540931,118.961107602025,130.739412309246,140.712289149245,148.936788690478,155.544397285312,160.716414147174,164.660443184017,167.590176147823,169.709648814073,171.202492093882,172.225850108436,172.908317824111,173.350841463195,173.629605589978,173.799901501756,173.900258097125,173.956241540657,173.983600078936,173.990527705982,173.978971014097,173.944919786818,173.877684087076,173.758145124957,173.556046096319,173.226425131632,172.705489291028,171.906352965482,170.715389871125,168.990071975056,166.559475363497,163.228519567432,158.787019694241,153.024021242216,145.74741071466,136.807686720939,126.123975462112,113.709235458014,99.6910765186203
"42",104.693566333425,118.166827742782,129.926969768996,139.9255193648,148.209187764598,154.898381005475,160.163819625915,164.20400995115,167.225559013923,169.427665590174,170.991223724517,172.07244947394,172.800342989645,173.277149682659,173.580794893226,173.768428809372,173.880290178798,173.943360333293,173.974406168881,173.982209762463,173.96884847317,173.92998677421,173.854147619006,173.720993095024,173.498661225097,173.140333437469,172.580299072804,171.730030919517,170.474930210355,168.672696553086,166.15431373047,162.728774732725,158.192345333766,152.342895808227,144.999009654886,136.022892451641,125.34501252674,112.987696937131,99.0841744639608
"43",103.994762056518,117.395924020368,129.134253175312,139.153822826597,147.491673943084,154.257691426279,159.612457893073,163.745621383042,166.856809894988,169.140318791315,170.774174151303,171.913449968767,172.687353919434,173.199227015558,173.528589810737,173.734331163348,173.858334132079,173.928949389785,173.963947159979,173.972685565169,173.95737328882,173.9133469189,173.828355703056,173.680863289349,173.437463062132,173.049565477803,172.449693867925,171.547856269373,170.228720383707,168.35042942868,165.746093451662,162.228874052179,157.601486276805,151.670399325716,144.26450568243,135.257099226896,124.589266477622,112.291903839528,98.5031528262566
"44",103.320320211253,116.64764925636,128.360811398665,138.397049485938,146.784348808103,153.622628468898,159.062736553502,163.285732642932,166.48435406796,168.847974699963,170.551613357167,171.749032628709,172.56944003489,173.117097380133,173.472960161581,173.697548890602,173.834309662118,173.912921520405,173.952130445727,173.961862758476,173.944451946713,173.894912738234,173.800230164018,173.637704773269,173.372439251431,172.954177166305,172.313809173022,171.360072040171,169.977100602494,168.023709168784,165.335295911552,161.729298283028,157.014821647733,151.006736314227,143.543824916918,134.509907394713,123.855978027653,111.620779070698,97.9467050876317
"45",102.669277125166,115.921274150099,127.606195573901,137.655027041639,146.087289960486,152.993451259612,158.515036155674,162.824764043951,166.108603711098,168.550982811303,170.323814633619,171.579377289297,172.446702507468,173.030789826425,173.413886837989,173.658026309725,173.808142651165,173.895190200571,173.938865970069,173.949648352446,173.929994168191,173.874598223652,173.769700896578,173.591471714279,173.303590797952,172.854229507634,172.172793060217,171.166916602999,169.720411604279,167.692949348199,164.922382944471,161.230482729981,156.432697733538,150.352064585516,142.836872160715,133.780902064528,123.1444067122,110.973285308948,97.4135909518668
"46",102.040707371547,115.21609012959,126.869955093672,136.927571194638,145.400544231612,152.370391878233,157.96970050217,162.363114344443,165.729946455974,168.249686536253,170.091043508632,171.404670442419,172.319245452822,172.940344188098,173.351355945066,173.615715901092,173.779761694749,173.875672899612,173.924063945864,173.935951897462,173.913910376063,173.852322601511,173.736701561727,173.542128433966,173.230924629656,172.749795686939,172.026795055807,170.968633759323,169.458980838467,167.358552481757,164.507782729628,160.732834578102,155.855416065328,149.706512910965,142.143522208591,133.069665699264,122.453824989284,110.348427479725,96.9026329876219
"47",101.433722251434,114.531407122308,126.15164310527,136.214481815842,144.724137805953,151.753649318025,157.427047850421,161.901152565609,165.34875504191,167.944414137698,169.853564991265,171.225097076896,172.187181129015,172.845805047859,173.285362634642,173.570574528026,173.749101129792,173.854288828237,173.90763755327,173.920683634614,173.896114562144,173.828007632157,173.701173122138,173.489644629519,173.154458317373,172.640953427152,171.875972756399,170.765462528356,169.193131892333,167.020898853819,164.0919024499,160.23672291554,155.283247976613,149.07017351436,141.463632595463,132.37577280897,121.783524429474,109.74524883758,96.4127134418144
"48",100.847468335862,113.866555122748,125.450814332694,135.515549591635,144.058072790835,151.143398477171,156.887365632678,161.43922655811,164.965380520679,167.635485428699,169.611636545694,171.040845461816,172.050624069041,172.747225198431,173.215907072613,173.522566146798,173.716098623298,173.830961290201,173.88950136361,173.903756815398,173.876522526261,173.801580221143,173.663060829968,173.433998610732,173.074214957239,172.527789325913,171.720484455619,170.557643344765,168.923175811212,166.680355339387,163.675120041202,159.742489983485,154.716428191116,148.44311360887,140.797039105045,131.698797942118,121.132812183895,109.162831925838,95.9427712145278
"49",100.281126065968,113.220882713125,124.767028554741,134.830554164752,143.402333910046,150.539787138298,156.350917829144,160.977658424822,164.580158446132,167.323206222738,169.365512555301,170.852101822812,171.909694204015,172.644661533587,173.142996812614,173.471659177839,173.680697208979,173.805616123129,173.86957328388,173.885086431982,173.855053919069,173.772970532417,173.62231655734,173.375173965316,172.990226067214,172.410393668377,171.560493147367,170.34541145455,168.649416988989,166.337268667525,163.257792399412,159.250445702892,154.155164435671,147.82537164416,140.143564108449,131.038312874235,120.50101465897,108.600295721874,95.4917989872623
"50",99.7339084086672,112.593757850632,124.099849450519,134.159268525629,142.756886977377,149.942941996465,155.817942286318,160.516750166357,164.193404936015,167.007872572919,169.115439876028,170.659053223974,171.764512930781,172.538177110842,173.066644001404,173.417828227501,173.642843606334,173.7781833341,173.847773478188,173.864590884525,173.831631025886,173.742113767626,173.578896679714,173.313161577581,172.902528041884,172.288863013399,171.396161620054,170.129000706815,168.372147753833,165.991971091533,162.840250706629,158.760875146077,153.59963424974,147.21696500927,139.503014444122,130.393891732762,119.887475334146,108.056795712992,95.0588404967548
